post_id,handle,person_id,timestamp,day,location_tag,post_text,hashtags,ground_truth_flag
SOC0078,@deepak55,F11,2026-03-02,61,Station Road,"Meeting the usual crew near Station Road tonight, don't be late.",#hustle,relevant_cell_F
SOC0007,@rajan25,D1,2026-02-21,52,Old Market Circle,"Package count almost done, moving it by this weekend near Old Market Circle.",#business,relevant_cell_D
SOC0116,@nisha77,M32,2026-01-29,29,North Bypass,"Watching the match tonight, who's up for it? #cricket",#weekend,noise
SOC0064,@deepak90,F11,2026-02-25,56,Dockside Ward,"New shipment landing soon, Dockside Ward side clear for now.",#grind,relevant_cell_F
SOC0124,@karishma64,M17,2026-02-28,59,Lakeview Chowk,"Watching the match tonight, who's up for it? #cricket",#weekend,noise
SOC0043,@divya93,E1,2026-02-27,58,Station Road,"New shipment landing soon, Station Road side clear for now.",#weekend,relevant_cell_E
SOC0070,@rohan93,F12,2026-02-26,57,Riverside Colony,"Meeting the usual crew near Riverside Colony tonight, don't be late.",#blessed,relevant_cell_F
SOC0046,@divya43,E1,2026-02-23,54,Dockside Ward,"Collections running slow this week around Dockside Ward, need to speed up.",#blessed,relevant_cell_E
SOC0059,@vivaan90,F2,2026-02-25,56,Industrial Estate Road,"Collections running slow this week around Industrial Estate Road, need to speed up.",#family,relevant_cell_F
SOC0109,@manoj79,M4,2026-02-12,43,Old Market Circle,"Traffic near Old Market Circle is unbearable this morning, avoid if you can.",#business,noise
SOC0053,@sneha57,E4,2026-02-28,59,Lakeview Chowk,"Big delivery coming through Lakeview Chowk soon, everyone ready? #hustle",#hustle,relevant_cell_E
SOC0056,@deepak75,F11,2026-03-03,62,Hilltop Society,"Meeting the usual crew near Hilltop Society tonight, don't be late.",#weekend,relevant_cell_F
SOC0045,@rudra87,E16,2026-03-01,60,Riverside Colony,"Big delivery coming through Riverside Colony soon, everyone ready? #hustle",#business,relevant_cell_E
SOC0052,@tushar40,E2,2026-02-27,58,New Colony,"Big delivery coming through New Colony soon, everyone ready? #hustle",#hustle,relevant_cell_E
SOC0023,@rajan89,D1,2026-02-24,55,Hilltop Society,"Told Rajehs Ansari the drop moves to Hilltop Society, pass it on.",#weekend,relevant_cell_D
SOC0020,@sanjay18,D12,2026-02-19,50,Central Junction,"Pooja Reddy collecting around Central Junction, wrap up fast. #grind",#family,relevant_cell_D
SOC0063,@sunil50,F4,2026-02-27,58,North Bypass,"Meeting the usual crew near North Bypass tonight, don't be late.",#family,relevant_cell_F
SOC0106,@naveen79,M21,2026-03-14,73,Central Junction,"Traffic near Central Junction is unbearable this morning, avoid if you can.",#weekend,noise
SOC0067,@deepak31,F11,2026-03-03,62,Warehouse District,"Met Vivaan Choguule near Warehouse District last night, keep it quiet. #hustle",#family,relevant_cell_F
SOC0077,@deepak99,F11,2026-03-01,60,Riverside Colony,"Told Rohan Naik the drop moves to Riverside Colony, pass it on.",#business,relevant_cell_F
SOC0089,@alok93,M3,2026-02-06,37,Hilltop Society,Anyone recommend a good electrician near Hilltop Society?,#hustle,noise
SOC0096,@sonia33,M27,2026-03-18,77,North Bypass,Anyone recommend a good electrician near North Bypass?,#family,noise
SOC0029,@sneha90,E4,2026-02-28,59,Warehouse District,"Package count almost done, moving it by this weekend near Warehouse District.",#blessed,relevant_cell_E
SOC0126,@deepa88,M20,2026-01-15,15,New Colony,Great biryani at the new place near New Colony today! 10/10 #foodie,#weekend,noise
SOC0055,@veer52,F1,2026-02-25,56,Lakeview Chowk,"Told oRhan Naik the drop moves to Lakeview Chowk, pass it on.",#weekend,relevant_cell_F
SOC0085,@manoj61,M33,2026-02-08,39,Old Market Circle,Anyone recommend a good electrician near Old Market Circle?,#weekend,noise
SOC0009,@sameer35,D4,2026-02-22,53,Industrial Estate Road,"Meeting the usual crew near Industrial Estate Road tonight, don't be late.",#grind,relevant_cell_D
SOC0076,@sameer70,F3,2026-03-01,60,Hilltop Society,"Meeting the usual crew near Hilltop Society tonight, don't be late.",#blessed,relevant_cell_F
SOC0014,@rajan76,D1,2026-02-25,56,Warehouse District,"Meeting the usual crew near Warehouse District tonight, don't be late.",#weekend,relevant_cell_D
SOC0118,@tanya42,M12,2026-02-23,54,North Bypass,"Traffic near North Bypass is unbearable this morning, avoid if you can.",#weekend,noise
SOC0081,@veer58,F1,2026-03-04,63,Industrial Estate Road,"Meeting the usual crew near Industrial Estate Road tonight, don't be late.",#family,relevant_cell_F
SOC0100,@neha14,M30,2026-01-08,8,Eastgate,"Watching the match tonight, who's up for it? #cricket",#grind,noise
SOC0034,@kabir27,E15,2026-02-26,57,Industrial Estate Road,"Package count almost done, moving it by this weekend near Industrial Estate Road.",#hustle,relevant_cell_E
SOC0111,@karishma27,M17,2026-01-15,15,Lakeview Chowk,Great biryani at the new place near Lakeview Chowk today! 10/10 #foodie,#grind,noise
SOC0049,@rajan22,E3,2026-03-01,60,Station Road,"Meeting the usual crew near Station Road tonight, don't be late.",#family,relevant_cell_E
SOC0117,@swati80,M11,2026-01-29,29,Eastgate,Anyone recommend a good electrician near Eastgate?,#family,noise
SOC0035,@tushar26,E2,2026-02-26,57,Old Market Circle,"Meeting the usual crew near Old Market Circle tonight, don't be late.",#family,relevant_cell_E
SOC0019,@rajesh15,D3,2026-02-20,51,Eastgate,"Collections running slow this week around Eastgate, need to speed up.",#hustle,relevant_cell_D
SOC0074,@veer84,F1,2026-02-28,59,New Colony,"Package count almost done, moving it by this weekend near New Colony.",#family,relevant_cell_F
SOC0066,@sameer37,F3,2026-02-27,58,Lakeview Chowk,"New shipment landing soon, Lakeview Chowk side clear for now.",#business,relevant_cell_F
SOC0047,@rajan99,E3,2026-02-23,54,New Colony,"Package count almost done, moving it by this weekend near New Colony.",#family,relevant_cell_E
SOC0069,@vivaan30,F2,2026-03-01,60,Dockside Ward,"Met Sunil Bhosle near Dockside Ward last night, keep it quiet. #hustle",#blessed,relevant_cell_F
SOC0022,@rajan17,D1,2026-02-19,50,Hilltop Society,"New shipment landing soon, Hilltop Society side clear for now.",#blessed,relevant_cell_D
SOC0098,@kiran50,M10,2026-02-23,54,North Bypass,"Beautiful sunset from North Bypass today, needed this.",#family,noise
SOC0037,@kabir93,E15,2026-02-28,59,Eastgate,"Collections running slow this week around Eastgate, need to speed up.",#grind,relevant_cell_E
SOC0108,@rohan31,M14,2026-03-27,86,Lakeview Chowk,"Beautiful sunset from Lakeview Chowk today, needed this.",#family,noise
SOC0013,@vivaan48,D2,2026-02-24,55,Station Road,"Meeting the usual crew near Station Road tonight, don't be late.",#family,relevant_cell_D
SOC0036,@sneha36,E4,2026-02-23,54,Station Road,"New shipment landing soon, Station Road side clear for now.",#weekend,relevant_cell_E
SOC0090,@harsh55,M13,2026-01-11,11,Industrial Estate Road,"Traffic near Industrial Estate Road is unbearable this morning, avoid if you can.",#hustle,noise
SOC0084,@naveen49,M16,2026-02-12,43,North Bypass,"Traffic near North Bypass is unbearable this morning, avoid if you can.",#weekend,noise
SOC0051,@sneha47,E4,2026-02-24,55,Station Road,"Big delivery coming through Station Road soon, everyone ready? #hustle",#grind,relevant_cell_E
SOC0057,@rohan78,F12,2026-03-01,60,Riverside Colony,"Meeting the usual crew near Riverside Colony tonight, don't be late.",#hustle,relevant_cell_F
SOC0097,@alok83,M3,2026-03-19,78,Hilltop Society,Anyone recommend a good electrician near Hilltop Society?,#blessed,noise
SOC0061,@deepak83,F11,2026-02-28,59,Lakeview Chowk,"Collections running slow this week around Lakeview Chowk, need to speed up.",#weekend,relevant_cell_F
SOC0110,@neha80,M30,2026-02-12,43,Central Junction,"Beautiful sunset from Central Junction today, needed this.",#family,noise
SOC0093,@karishma23,M25,2026-03-21,80,Central Junction,"Watching the match tonight, who's up for it? #cricket",#family,noise
SOC0011,@sameer37,D4,2026-02-20,51,Central Junction,"Meeting the usual crew near Central Junction tonight, don't be late.",#weekend,relevant_cell_D
SOC0120,@tanya26,M12,2026-03-13,72,Warehouse District,Anyone recommend a good electrician near Warehouse District?,#weekend,noise
SOC0132,@tanya58,M12,2026-01-21,21,Lakeview Chowk,"Beautiful sunset from Lakeview Chowk today, needed this.",#weekend,noise
SOC0131,@manoj13,M33,2026-03-24,83,North Bypass,"Watching the match tonight, who's up for it? #cricket",#grind,noise
SOC0080,@rohan40,F12,2026-02-25,56,Eastgate,"Meeting the usual crew near Eastgate tonight, don't be late.",#family,relevant_cell_F
SOC0094,@pooja56,M6,2026-02-03,34,Warehouse District,"Beautiful sunset from Warehouse District today, needed this.",#business,noise
SOC0086,@alok11,M3,2026-02-22,53,New Colony,"Beautiful sunset from New Colony today, needed this.",#business,noise
SOC0104,@alok83,M7,2026-03-26,85,Dockside Ward,Anyone recommend a good electrician near Dockside Ward?,#family,noise
SOC0114,@manoj41,M33,2026-01-29,29,Eastgate,"Watching the match tonight, who's up for it? #cricket",#weekend,noise
SOC0079,@rohan36,F12,2026-03-03,62,Riverside Colony,"Big delivery coming through Riverside Colony soon, everyone ready? #hustle",#weekend,relevant_cell_F
SOC0032,@kabir37,E15,2026-02-24,55,Old Market Circle,"Big delivery coming through Old Market Circle soon, everyone ready? #hustle",#business,relevant_cell_E
SOC0092,@manoj94,M33,2026-01-24,24,Warehouse District,"Beautiful sunset from Warehouse District today, needed this.",#weekend,noise
SOC0017,@sameer44,D4,2026-02-24,55,New Colony,"Collections running slow this week around New Colony, need to speed up.",#grind,relevant_cell_D
SOC0112,@rohan72,M14,2026-01-20,20,Station Road,Anyone recommend a good electrician near Station Road?,#weekend,noise
SOC0128,@naveen35,M16,2026-02-10,41,New Colony,"Beautiful sunset from New Colony today, needed this.",#grind,noise
SOC0062,@vivaan45,F2,2026-02-26,57,Lakeview Chowk,"Package count almost done, moving it by this weekend near Lakeview Chowk.",#hustle,relevant_cell_F
SOC0016,@sameer79,D4,2026-02-22,53,New Colony,"Met Pooja Reddy near New Colony last night, keep it quiet. #hustle",#weekend,relevant_cell_D
SOC0048,@divya69,E1,2026-03-01,60,Station Road,"Meeting the usual crew near Station Road tonight, don't be late.",#grind,relevant_cell_E
SOC0026,@tushar22,E2,2026-02-22,53,North Bypass,"Met Sneha Reddy near North Bypass last night, keep it quiet. #hustle",#blessed,relevant_cell_E
SOC0040,@rajan87,E3,2026-02-22,53,New Colony,"New shipment landing soon, New Colony side clear for now.",#family,relevant_cell_E
SOC0038,@divya40,E1,2026-02-23,54,Central Junction,"Told Rajan Misrha the drop moves to Central Junction, pass it on.",#weekend,relevant_cell_E
SOC0018,@sameer31,D4,2026-02-23,54,Lakeview Chowk,"Big delivery coming through Lakeview Chowk soon, everyone ready? #hustle",#blessed,relevant_cell_D
SOC0125,@harsh11,M13,2026-01-17,17,Old Market Circle,Anyone recommend a good electrician near Old Market Circle?,#weekend,noise
SOC0054,@veer91,F1,2026-02-28,59,Station Road,"Meeting the usual crew near Station Road tonight, don't be late.",#weekend,relevant_cell_F
SOC0101,@manoj68,M19,2026-01-19,19,New Colony,"Beautiful sunset from New Colony today, needed this.",#grind,noise
SOC0107,@swati90,M22,2026-03-03,62,Lakeview Chowk,Great biryani at the new place near Lakeview Chowk today! 10/10 #foodie,#blessed,noise
SOC0050,@rudra78,E16,2026-02-26,57,Hilltop Society,"Rajan Mshra collecting around Hilltop Society, wrap up fast. #grind",#family,relevant_cell_E
SOC0099,@divya95,M5,2026-02-22,53,Eastgate,"Beautiful sunset from Eastgate today, needed this.",#business,noise
SOC0071,@veer33,F1,2026-03-01,60,Riverside Colony,"New shipment landing soon, Riverside Colony side clear for now.",#grind,relevant_cell_F
SOC0025,@rajesh12,D3,2026-02-22,53,Eastgate,"Meeting the usual crew near Eastgate tonight, don't be late.",#blessed,relevant_cell_D
SOC0072,@deepak47,F11,2026-02-26,57,Old Market Circle,"Package count almost done, moving it by this weekend near Old Market Circle.",#business,relevant_cell_F
