post_id,handle,person_id,timestamp,day,location_tag,post_text,hashtags,ground_truth_flag
SOC0059,@vinay13,N3,2026-02-05,36,Riverside Colony,"Watching the match tonight, who's up for it? #cricket",#business,noise
SOC0060,@anita87,N18,2026-03-15,74,Riverside Colony,"Beautiful sunset from Riverside Colony today, needed this.",#grind,noise
SOC0065,@sunita29,N1,2026-03-06,65,Station Road,"Traffic near Station Road is unbearable this morning, avoid if you can.",#weekend,noise
SOC0045,@sneha77,N20,2026-02-03,34,Eastgate,Anyone recommend a good electrician near Eastgate?,#family,noise
SOC0040,@prakash70,C1,2026-02-26,57,Hilltop Society,"Package count almost done, moving it by this weekend near Hilltop Society.",#grind,relevant_cell_C
SOC0055,@anita71,N2,2026-01-18,18,North Bypass,"Traffic near North Bypass is unbearable this morning, avoid if you can.",#blessed,noise
SOC0048,@alok25,N10,2026-01-01,1,Industrial Estate Road,Great biryani at the new place near Industrial Estate Road today! 10/10 #foodie,#business,noise
SOC0032,@baban20,C4,2026-03-04,63,Hilltop Society,"Met Ravi Kadam near Hilltop Society last night, keep it quiet. #hustle",#family,relevant_cell_C
SOC0050,@anita81,N2,2026-02-14,45,Eastgate,"Traffic near Eastgate is unbearable this morning, avoid if you can.",#hustle,noise
SOC0005,@suresh88,A2,2026-02-19,50,Riverside Colony,"New shipment landing soon, Riverside Colony side clear for now.",#weekend,relevant_cell_A
SOC0009,@vikas34,A4,2026-02-21,52,Station Road,"Meeting the usual crew near Station Road tonight, don't be late.",#grind,relevant_cell_A
SOC0004,@vikas34,A4,2026-02-23,54,Lakeview Chowk,"Meeting the usual crew near Lakeview Chowk tonight, don't be late.",#hustle,relevant_cell_A
SOC0049,@sunita88,N4,2026-01-27,27,Lakeview Chowk,"Beautiful sunset from Lakeview Chowk today, needed this.",#business,noise
SOC0029,@rajan89,B1,2026-02-25,56,Riverside Colony,"Big delivery coming through Riverside Colony soon, everyone ready? #hustle",#weekend,relevant_cell_B
SOC0038,@neha84,C11,2026-02-27,58,North Bypass,"Collections running slow this week around North Bypass, need to speed up.",#weekend,relevant_cell_C
SOC0018,@salim16,B2,2026-02-26,57,Hilltop Society,"New shipment landing soon, Hilltop Society side clear for now.",#blessed,relevant_cell_B
SOC0019,@kavita92,B11,2026-03-01,60,Riverside Colony,"Nitn Kamble collecting around Riverside Colony, wrap up fast. #grind",#business,relevant_cell_B
SOC0041,@prakash52,C1,2026-03-01,60,Lakeview Chowk,"Snil Pillai collecting around Lakeview Chowk, wrap up fast. #grind",#family,relevant_cell_C
SOC0066,@pooja49,N16,2026-03-09,68,Lakeview Chowk,"Watching the match tonight, who's up for it? #cricket",#grind,noise
SOC0021,@kavita51,B11,2026-02-28,59,Riverside Colony,"Collections running slow this week around Riverside Colony, need to speed up.",#business,relevant_cell_B
SOC0014,@farhan23,A3,2026-02-19,50,Hilltop Society,"New shipment landing soon, Hilltop Society side clear for now.",#business,relevant_cell_A
SOC0052,@alok51,N10,2026-03-12,71,New Colony,Great biryani at the new place near New Colony today! 10/10 #foodie,#hustle,noise
SOC0037,@prakash96,C1,2026-02-27,58,Hilltop Society,"Meeting the usual crew near Hilltop Society tonight, don't be late.",#weekend,relevant_cell_C
SOC0002,@anwar50,A1,2026-02-20,51,New Colony,"Meeting the usual crew near New Colony tonight, don't be late.",#grind,relevant_cell_A
SOC0054,@poonam53,N6,2026-02-12,43,Industrial Estate Road,"Beautiful sunset from Industrial Estate Road today, needed this.",#business,noise
SOC0043,@anita90,N2,2026-03-15,74,Old Market Circle,Anyone recommend a good electrician near Old Market Circle?,#hustle,noise
SOC0057,@anita82,N2,2026-02-08,39,New Colony,"Watching the match tonight, who's up for it? #cricket",#family,noise
SOC0007,@suresh20,A2,2026-02-19,50,North Bypass,"Package count almost done, moving it by this weekend near North Bypass.",#blessed,relevant_cell_A
SOC0053,@amit82,N11,2026-02-20,51,Eastgate,Anyone recommend a good electrician near Eastgate?,#hustle,noise
SOC0061,@sneha50,N20,2026-02-09,40,Old Market Circle,Great biryani at the new place near Old Market Circle today! 10/10 #foodie,#weekend,noise
SOC0022,@rajan35,B1,2026-03-01,60,Riverside Colony,"New shipment landing soon, Riverside Colony side clear for now.",#business,relevant_cell_B
SOC0006,@meena86,A11,2026-02-22,53,Warehouse District,"Met Farhan Quraishi near Warehouse District last night, keep it quiet. #hustle",#grind,relevant_cell_A
SOC0039,@prakash57,C1,2026-03-01,60,Old Market Circle,"Package count almost done, moving it by this weekend near Old Market Circle.",#business,relevant_cell_C
SOC0044,@pooja87,N16,2026-03-30,89,Lakeview Chowk,"Watching the match tonight, who's up for it? #cricket",#business,noise
SOC0062,@poonam40,N14,2026-03-05,64,Old Market Circle,"Watching the match tonight, who's up for it? #cricket",#business,noise
SOC0020,@rajan84,B1,2026-02-23,54,Lakeview Chowk,"Meeting the usual crew near Lakeview Chowk tonight, don't be late.",#blessed,relevant_cell_B
SOC0001,@suresh30,A2,2026-02-21,52,Hilltop Society,"New shipment landing soon, Hilltop Society side clear for now.",#weekend,relevant_cell_A
SOC0008,@vikas33,A4,2026-02-26,57,Riverside Colony,"Package count almost done, moving it by this weekend near Riverside Colony.",#business,relevant_cell_A
SOC0034,@sunil16,C12,2026-02-28,59,New Colony,"Told Baban Srve the drop moves to New Colony, pass it on.",#grind,relevant_cell_C
SOC0056,@rakesh69,N15,2026-02-12,43,New Colony,"Beautiful sunset from New Colony today, needed this.",#blessed,noise
SOC0046,@amit82,N12,2026-03-20,79,Riverside Colony,"Beautiful sunset from Riverside Colony today, needed this.",#family,noise
SOC0025,@mohsin58,B12,2026-02-24,55,Hilltop Society,"Vindo Chavan collecting around Hilltop Society, wrap up fast. #grind",#family,relevant_cell_B
SOC0030,@baban10,C4,2026-03-04,63,Station Road,"New shipment landing soon, Station Road side clear for now.",#family,relevant_cell_C
SOC0003,@rohit62,A12,2026-02-24,55,Dockside Ward,"Collections running slow this week around Dockside Ward, need to speed up.",#weekend,relevant_cell_A
SOC0047,@pooja88,N16,2026-01-24,24,Station Road,"Traffic near Station Road is unbearable this morning, avoid if you can.",#blessed,noise
SOC0027,@salim16,B2,2026-02-24,55,Riverside Colony,"Meeting the usual crew near Riverside Colony tonight, don't be late.",#business,relevant_cell_B
SOC0017,@vinod46,B3,2026-02-28,59,Station Road,"Package count almost done, moving it by this weekend near Station Road.",#business,relevant_cell_B
SOC0013,@vikas58,A4,2026-02-19,50,Hilltop Society,"New shipment landing soon, Hilltop Society side clear for now.",#blessed,relevant_cell_A
