transaction_id,sender,receiver,amount,day,type
TX-1-0047,P11,P27,75000,49,normal
TX-1-0048,P42,P43,4500,67,normal
TX-1-0049,P21,P06,120000,51,normal
TX-1-0050,P43,P17,4500,70,normal
TX-1-0051,P33,P10,1200,70,normal
TX-1-0052,P02,P38,25000,12,normal
TX-1-0053,P35,P16,25000,55,normal
TX-1-0054,P10,P14,8500,51,normal
TX-1-0055,P45,P43,12000,3,normal
TX-1-0056,P04,P35,120000,45,normal
TX-1-0057,P48,P26,1200,3,normal
TX-1-0058,P33,P47,8500,28,normal
TX-1-0059,P11,P08,4500,15,normal
TX-1-0060,P32,P01,120000,13,normal
TX-1-0061,P21,P30,25000,11,normal
TX-1-0062,P01,P43,120000,29,normal
TX-1-0063,P08,P21,8500,50,normal
TX-1-0064,P37,P16,75000,32,normal
TX-1-0065,P30,P47,4500,5,normal
TX-1-0066,P03,P42,25000,36,normal
TX-1-0067,P25,P35,25000,11,normal
TX-1-0068,P01,P29,12000,25,normal
TX-1-0069,P08,P24,1200,8,normal
TX-1-0070,P01,P07,1200,4,normal
TX-1-0071,P30,P28,8500,54,normal
TX-1-0072,P07,P28,75000,5,normal
TX-1-0073,P05,P07,120000,24,normal
TX-1-0074,P14,P02,4500,67,normal
TX-1-0075,P33,P11,8500,45,normal
TX-1-0076,P40,P38,120000,48,normal
TX-1-0077,P41,P30,75000,70,normal
TX-1-0078,P20,P29,8500,14,normal
TX-1-0079,P15,P11,12000,70,normal
TX-1-0080,P33,P16,25000,48,normal
TX-1-0081,P08,P13,1200,20,normal
TX-1-0082,P05,P12,8500,6,normal
TX-1-0083,P40,P32,25000,69,normal
TX-1-0084,P47,P41,75000,2,normal
TX-1-0085,P15,P24,8500,54,normal
TX-1-0086,P47,P16,1200,50,normal
TX-1-0087,P45,P07,120000,46,normal
TX-1-0088,P12,P42,1200,20,normal
TX-1-0089,P01,P25,1200,51,normal
TX-1-0090,P29,P10,75000,42,normal
TX-1-0091,P37,P11,8500,7,normal
TX-1-0092,P17,P42,25000,51,normal
TX-1-0093,P06,P03,120000,6,normal
TX-1-0094,P09,P30,1200,55,normal
TX-1-0095,P19,P01,1200,5,normal
TX-1-0096,P35,P48,25000,19,normal
TX-1-0097,P21,P42,8500,44,normal
TX-1-0098,P06,P11,25000,42,normal
TX-1-0099,P24,P11,75000,67,normal
TX-1-0100,P06,P22,1200,53,normal
TX-1-0101,P30,P35,12000,39,normal
TX-1-0102,P14,P12,1200,5,normal
TX-1-0103,P43,P42,4500,36,normal
TX-1-0104,P34,P11,8500,66,normal
TX-1-0105,P16,P17,1200,52,normal
TX-1-0106,P23,P16,1200,7,normal
TX-1-0107,P47,P17,25000,27,normal
TX-1-0108,P08,P41,12000,62,normal
TX-1-0109,P33,P45,120000,70,normal
TX-1-0110,P30,P35,4500,61,normal
TX-1-0111,P10,P06,4500,64,normal
TX-1-0112,P48,P03,12000,20,normal
TX-1-0113,P25,P11,4500,36,normal
TX-1-0114,P45,P14,4500,58,normal
TX-1-0115,P41,P24,1200,52,normal
TX-1-0116,P21,P27,25000,22,normal
TX-1-0117,P27,P25,8500,41,normal
TX-1-0118,P19,P23,120000,31,normal
TX-1-0119,P42,P28,120000,43,normal
TX-1-0120,P33,P24,4500,58,normal
TX-1-0121,P34,P28,12000,23,normal
TX-1-0122,P28,P32,75000,43,normal
TX-1-0123,P01,P36,75000,34,normal
TX-1-0124,P08,P25,1200,36,normal
TX-1-0125,P09,P01,12000,3,normal
TX-1-0126,P39,P01,1200,52,normal
TX-1-0127,P11,P02,4500,61,normal
TX-1-0128,P21,P27,75000,39,normal
TX-1-0129,P22,P28,75000,42,normal
TX-1-0130,P12,P48,12000,15,normal
TX-1-0131,P48,P40,1200,38,normal
TX-1-0132,P02,P15,8500,51,normal
TX-1-0133,P44,P38,12000,34,normal
TX-1-0134,P19,P29,25000,45,normal
TX-1-0135,P21,P12,75000,1,normal
TX-1-0136,P44,P46,1200,48,normal
TX-1-0137,P33,P31,25000,45,normal
TX-1-0138,P41,P21,12000,46,normal
TX-1-0139,P16,P06,4500,40,normal
TX-1-0140,P44,P37,120000,33,normal
TX-1-0141,P01,P13,25000,22,normal
TX-1-0142,P15,P45,12000,13,normal
TX-1-0143,P18,P43,75000,44,normal
TX-1-0144,P26,P23,12000,60,normal
TX-1-0145,P30,P45,12000,8,normal
TX-1-0146,P31,P48,8500,49,normal
TX-1-0147,P42,P11,25000,24,normal
TX-1-0148,P05,P16,4500,23,normal
TX-1-0149,P24,P45,75000,1,normal
TX-1-0150,P14,P01,120000,27,normal
TX-1-0151,P44,P05,25000,34,normal
TX-1-0152,P38,P36,8500,64,normal
TX-1-0153,P09,P28,8500,11,normal
TX-1-0154,P40,P34,25000,11,normal
TX-1-0155,P13,P32,4500,34,normal
TX-1-0156,P25,P08,4500,21,normal
TX-1-0157,P43,P23,8500,49,normal
TX-1-0158,P07,P48,12000,68,normal
TX-1-0159,P16,P40,25000,31,normal
TX-1-0160,P20,P07,4500,4,normal
TX-1-0161,P11,P45,25000,63,normal
TX-1-0162,P22,P19,12000,58,normal
TX-1-0163,P07,P11,1200,60,normal
TX-1-0164,P47,P38,1200,61,normal
TX-1-0165,P11,P40,12000,50,normal
TX-1-0166,P28,P18,120000,7,normal
TX-1-0167,P35,P29,8500,42,normal
TX-1-0168,P38,P09,1200,37,normal
TX-1-0169,P30,P34,75000,22,normal
TX-1-0170,P29,P18,4500,17,normal
TX-1-0171,P18,P28,75000,11,normal
TX-1-0172,P26,P34,1200,7,normal
TX-1-0173,P12,P33,12000,61,normal
TX-1-0174,P07,P25,75000,4,normal
TX-1-0175,P10,P23,12000,18,normal
TX-1-0176,P28,P03,120000,3,normal
TX-1-0177,P35,P36,1200,24,normal
TX-1-0178,P11,P09,4500,5,normal
TX-1-0179,P19,P20,25000,28,normal
TX-1-0180,P31,P20,4500,22,normal
TX-1-0181,P03,P43,75000,62,normal
TX-1-0182,P18,P02,25000,45,normal
TX-1-0183,P22,P41,25000,61,normal
TX-1-0184,P17,P18,25000,68,normal
TX-1-0185,P24,P37,12000,12,normal
TX-1-0186,P29,P18,1200,35,normal
TX-1-0187,P45,P15,75000,46,normal
TX-1-0188,P12,P43,4500,42,normal
TX-1-0189,P06,P13,4500,41,normal
TX-1-0190,P06,P07,120000,55,normal
TX-1-0191,P43,P32,25000,66,normal
TX-1-0192,P28,P05,4500,14,normal
TX-1-0193,P12,P28,75000,32,normal
TX-1-0194,P36,P29,25000,64,normal
TX-1-0195,P10,P19,12000,48,normal
TX-1-0196,P22,P18,1200,7,normal
TX-1-0197,P09,P15,75000,20,normal
TX-1-0198,P34,P43,25000,37,normal
TX-1-0199,P22,P27,120000,43,normal
TX-1-0200,P13,P06,75000,16,normal
TX-1-0201,P46,P41,4500,17,normal
TX-1-0202,P29,P48,75000,67,normal
TX-1-0203,P13,P43,1200,2,normal
TX-1-0204,P26,P15,25000,67,normal
TX-1-0205,P28,P30,75000,51,normal
TX-1-0206,P23,P04,1200,13,normal
TX-1-0207,P14,P03,8500,10,normal
TX-1-0208,P08,P36,120000,50,normal
TX-1-0209,P10,P24,1200,15,normal
TX-1-0210,P31,P44,1200,69,normal
TX-1-0211,P32,P09,25000,3,normal
TX-1-0212,P28,P47,4500,26,normal
TX-1-0213,P17,P28,75000,58,normal
TX-1-0214,P40,P33,4500,13,normal
TX-1-0215,P42,P16,120000,43,normal
TX-1-0216,P02,P19,25000,68,normal
TX-1-0217,P46,P33,1200,11,normal
TX-1-0218,P35,P23,25000,19,normal
TX-1-0219,P45,P38,12000,2,normal
TX-1-0220,P36,P13,8500,43,normal
TX-1-0221,P05,P08,1200,29,normal
TX-1-0222,P20,P29,12000,25,normal
TX-1-0223,P45,P18,75000,15,normal
TX-1-0224,P07,P17,4500,62,normal
TX-1-0225,P27,P03,8500,47,normal
TX-1-0226,P12,P13,8500,17,normal
TX-1-0227,P11,P13,4500,25,normal
TX-1-0228,P19,P11,4500,56,normal
TX-1-0229,P14,P47,12000,20,normal
TX-1-0230,P47,P46,8500,24,normal
TX-1-0231,P47,P11,120000,12,normal
TX-1-0232,P07,P12,4500,31,normal
TX-1-0233,P23,P19,8500,22,normal
TX-1-0234,P27,P24,25000,61,normal
TX-1-0235,P17,P06,75000,23,normal
TX-1-0236,P11,P26,8500,60,normal
TX-1-0237,P41,P36,1200,39,normal
TX-1-0238,P26,P17,12000,2,normal
TX-1-0239,P32,P43,1200,50,normal
TX-1-0240,P01,P31,25000,63,normal
TX-1-0241,P18,P31,22000,20,structuring
TX-1-0242,P40,P31,22000,20,structuring
TX-1-0243,P33,P31,31000,21,structuring
TX-1-0244,P14,P31,31000,21,structuring
TX-1-0245,P04,P31,18000,22,structuring
TX-1-0246,P40,P31,22000,22,structuring
TX-1-0247,P46,P31,22000,23,structuring
TX-1-0248,P13,P31,18000,23,structuring
TX-1-0249,P28,P31,31000,24,structuring
TX-1-0250,P36,P31,18000,24,structuring
TX-1-0251,P16,P31,49000,25,structuring
TX-1-0252,P40,P31,31000,25,structuring
TX-1-0253,P04,P31,49000,26,structuring
TX-1-0254,P08,P31,18000,26,structuring
TX-1-0255,P13,P31,49000,27,structuring
TX-1-0256,P18,P31,49000,27,structuring
TX-1-0257,P16,P31,31000,28,structuring
TX-1-0258,P28,P31,22000,28,structuring
TX-1-0259,P23,P31,31000,29,structuring
TX-1-0260,P25,P31,49000,29,structuring
TX-1-0261,P26,P31,22000,30,structuring
TX-1-0262,P24,P31,22000,30,structuring
TX-1-0263,P35,P31,22000,31,structuring
TX-1-0264,P08,P31,18000,31,structuring
TX-1-0265,P31,P07,275000,32,consolidation
TX-1-0266,P31,P07,425000,34,consolidation
TX-1-0267,P31,P07,310000,36,consolidation
