call_id,caller,receiver,day,duration_sec,type
CDR-1-0056,P31,P10,48,349,normal
CDR-1-0057,P13,P31,27,400,normal
CDR-1-0058,P10,P02,68,136,normal
CDR-1-0059,P03,P01,34,550,normal
CDR-1-0060,P16,P13,34,178,normal
CDR-1-0061,P06,P07,33,483,normal
CDR-1-0062,P14,P31,28,588,normal
CDR-1-0063,P06,P13,52,181,normal
CDR-1-0064,P03,P07,5,628,normal
CDR-1-0065,P10,P13,16,328,normal
CDR-1-0066,P16,P13,5,301,normal
CDR-1-0067,P05,P13,16,157,normal
CDR-1-0068,P31,P14,31,24,normal
CDR-1-0069,P06,P11,53,40,normal
CDR-1-0070,P05,P09,11,222,normal
CDR-1-0071,P02,P11,33,685,normal
CDR-1-0072,P07,P08,29,352,normal
CDR-1-0073,P15,P11,25,861,normal
CDR-1-0074,P07,P16,48,603,normal
CDR-1-0075,P01,P02,17,587,normal
CDR-1-0076,P04,P06,39,380,normal
CDR-1-0077,P10,P14,2,220,normal
CDR-1-0078,P11,P07,43,730,normal
CDR-1-0079,P15,P01,61,794,normal
CDR-1-0080,P01,P05,70,821,normal
CDR-1-0081,P14,P10,7,151,normal
CDR-1-0082,P01,P05,58,449,normal
CDR-1-0083,P08,P06,68,43,normal
CDR-1-0084,P01,P11,3,595,normal
CDR-1-0085,P06,P14,34,470,normal
CDR-1-0086,P20,P22,41,858,normal
CDR-1-0087,P20,P07,35,592,normal
CDR-1-0088,P27,P31,9,433,normal
CDR-1-0089,P26,P19,27,637,normal
CDR-1-0090,P23,P19,39,207,normal
CDR-1-0091,P25,P20,20,279,normal
CDR-1-0092,P07,P25,29,201,normal
CDR-1-0093,P23,P17,31,288,normal
CDR-1-0094,P24,P32,9,364,normal
CDR-1-0095,P22,P07,40,500,normal
CDR-1-0096,P31,P23,60,77,normal
CDR-1-0097,P23,P20,41,258,normal
CDR-1-0098,P27,P31,60,509,normal
CDR-1-0099,P22,P23,26,854,normal
CDR-1-0100,P32,P19,37,189,normal
CDR-1-0101,P17,P31,31,744,normal
CDR-1-0102,P29,P07,49,572,normal
CDR-1-0103,P07,P19,37,726,normal
CDR-1-0104,P17,P22,22,164,normal
CDR-1-0105,P22,P30,44,220,normal
CDR-1-0106,P24,P26,2,636,normal
CDR-1-0107,P23,P32,25,799,normal
CDR-1-0108,P17,P07,48,670,normal
CDR-1-0109,P30,P25,55,682,normal
CDR-1-0110,P20,P26,43,42,normal
CDR-1-0111,P20,P25,18,63,normal
CDR-1-0112,P20,P27,36,439,normal
CDR-1-0113,P07,P17,34,525,normal
CDR-1-0114,P07,P25,47,859,normal
CDR-1-0115,P21,P31,8,277,normal
CDR-1-0116,P18,P30,20,762,normal
CDR-1-0117,P25,P27,25,94,normal
CDR-1-0118,P23,P25,44,807,normal
CDR-1-0119,P27,P20,67,333,normal
CDR-1-0120,P22,P25,20,798,normal
CDR-1-0121,P24,P32,12,430,normal
CDR-1-0122,P23,P18,30,42,normal
CDR-1-0123,P20,P18,37,547,normal
CDR-1-0124,P07,P22,56,625,normal
CDR-1-0125,P22,P17,70,651,normal
CDR-1-0126,P32,P28,46,195,normal
CDR-1-0127,P22,P27,38,133,normal
CDR-1-0128,P17,P25,19,828,normal
CDR-1-0129,P24,P18,37,633,normal
CDR-1-0130,P18,P25,42,140,normal
CDR-1-0131,P07,P22,24,272,normal
CDR-1-0132,P21,P32,7,272,normal
CDR-1-0133,P23,P30,47,190,normal
CDR-1-0134,P23,P07,23,62,normal
CDR-1-0135,P19,P18,13,838,normal
CDR-1-0136,P22,P28,63,184,normal
CDR-1-0137,P28,P25,48,322,normal
CDR-1-0138,P20,P17,15,596,normal
CDR-1-0139,P29,P31,36,527,normal
CDR-1-0140,P27,P23,46,496,normal
CDR-1-0141,P31,P18,66,320,normal
CDR-1-0142,P30,P23,21,637,normal
CDR-1-0143,P23,P21,19,823,normal
CDR-1-0144,P17,P19,34,860,normal
CDR-1-0145,P24,P21,29,473,normal
CDR-1-0146,P24,P26,63,163,normal
CDR-1-0147,P32,P17,47,426,normal
CDR-1-0148,P18,P07,40,599,normal
CDR-1-0149,P18,P17,7,501,normal
CDR-1-0150,P29,P26,65,481,normal
CDR-1-0151,P28,P32,65,512,normal
CDR-1-0152,P32,P24,58,24,normal
CDR-1-0153,P30,P27,57,868,normal
CDR-1-0154,P27,P20,15,602,normal
CDR-1-0155,P23,P28,25,614,normal
CDR-1-0156,P30,P27,57,449,normal
CDR-1-0157,P29,P32,64,372,normal
CDR-1-0158,P17,P28,63,407,normal
CDR-1-0159,P23,P19,53,31,normal
CDR-1-0160,P23,P17,67,670,normal
CDR-1-0161,P31,P19,27,584,normal
CDR-1-0162,P23,P19,47,467,normal
CDR-1-0163,P17,P19,62,447,normal
CDR-1-0164,P07,P30,38,220,normal
CDR-1-0165,P29,P18,14,170,normal
CDR-1-0166,P19,P32,56,234,normal
CDR-1-0167,P31,P07,25,107,normal
CDR-1-0168,P19,P21,10,26,normal
CDR-1-0169,P07,P26,2,750,normal
CDR-1-0170,P29,P32,37,248,normal
CDR-1-0171,P43,P36,15,419,normal
CDR-1-0172,P38,P31,40,222,normal
CDR-1-0173,P44,P31,21,535,normal
CDR-1-0174,P19,P43,53,275,normal
CDR-1-0175,P33,P43,26,129,normal
CDR-1-0176,P42,P35,40,133,normal
CDR-1-0177,P37,P31,27,261,normal
CDR-1-0178,P43,P46,62,169,normal
CDR-1-0179,P41,P19,5,255,normal
CDR-1-0180,P31,P43,27,354,normal
CDR-1-0181,P31,P39,19,758,normal
CDR-1-0182,P47,P45,33,785,normal
CDR-1-0183,P19,P40,63,225,normal
CDR-1-0184,P33,P39,14,880,normal
CDR-1-0185,P41,P38,12,742,normal
CDR-1-0186,P47,P43,62,212,normal
CDR-1-0187,P19,P42,58,526,normal
CDR-1-0188,P37,P40,59,132,normal
CDR-1-0189,P36,P38,59,693,normal
CDR-1-0190,P44,P46,29,722,normal
CDR-1-0191,P31,P38,50,158,normal
CDR-1-0192,P19,P34,55,141,normal
CDR-1-0193,P35,P39,69,443,normal
CDR-1-0194,P39,P33,17,319,normal
CDR-1-0195,P35,P40,61,350,normal
CDR-1-0196,P36,P19,22,166,normal
CDR-1-0197,P46,P44,54,75,normal
CDR-1-0198,P36,P46,55,110,normal
CDR-1-0199,P39,P36,53,45,normal
CDR-1-0200,P19,P34,55,433,normal
CDR-1-0201,P35,P43,3,316,normal
CDR-1-0202,P47,P38,9,229,normal
CDR-1-0203,P41,P39,66,670,normal
CDR-1-0204,P46,P38,66,330,normal
CDR-1-0205,P46,P38,44,528,normal
CDR-1-0206,P43,P19,21,874,normal
CDR-1-0207,P19,P36,23,26,normal
CDR-1-0208,P35,P41,42,228,normal
CDR-1-0209,P46,P40,54,173,normal
CDR-1-0210,P36,P47,37,568,normal
CDR-1-0211,P38,P36,65,229,normal
CDR-1-0212,P40,P37,30,689,normal
CDR-1-0213,P37,P31,24,851,normal
CDR-1-0214,P37,P41,32,241,normal
CDR-1-0215,P41,P46,18,253,normal
CDR-1-0216,P41,P38,32,630,normal
CDR-1-0217,P46,P34,26,107,normal
CDR-1-0218,P31,P37,50,391,normal
CDR-1-0219,P46,P45,40,358,normal
CDR-1-0220,P31,P36,33,186,normal
CDR-1-0221,P44,P36,2,232,normal
CDR-1-0222,P19,P44,39,716,normal
CDR-1-0223,P46,P35,46,387,normal
CDR-1-0224,P31,P35,17,789,normal
CDR-1-0225,P35,P40,55,462,normal
CDR-1-0226,P39,P34,16,782,normal
CDR-1-0227,P41,P40,35,841,normal
CDR-1-0228,P35,P46,63,627,normal
CDR-1-0229,P44,P39,39,190,normal
CDR-1-0230,P19,P41,70,245,normal
CDR-1-0231,P46,P19,60,678,normal
CDR-1-0232,P46,P41,18,515,normal
CDR-1-0233,P35,P34,55,272,normal
CDR-1-0234,P39,P36,44,338,normal
CDR-1-0235,P31,P19,15,564,normal
CDR-1-0236,P36,P34,19,431,normal
CDR-1-0237,P35,P40,42,791,normal
CDR-1-0238,P33,P34,31,163,normal
CDR-1-0239,P31,P37,53,735,normal
CDR-1-0240,P39,P35,52,784,normal
CDR-1-0241,P39,P44,60,375,normal
CDR-1-0242,P37,P47,36,532,normal
CDR-1-0243,P35,P44,2,241,normal
CDR-1-0244,P37,P46,45,686,normal
CDR-1-0245,P45,P47,34,862,normal
CDR-1-0246,P44,P19,19,224,normal
CDR-1-0247,P46,P19,11,488,normal
CDR-1-0248,P42,P46,67,111,normal
CDR-1-0249,P37,P41,39,236,normal
CDR-1-0250,P42,P47,6,339,normal
CDR-1-0251,P42,P47,16,713,normal
CDR-1-0252,P45,P40,30,562,normal
CDR-1-0253,P39,P36,67,75,normal
CDR-1-0254,P38,P40,13,454,normal
CDR-1-0255,P31,P47,59,543,normal
CDR-1-0256,P06,P05,34,358,burst
CDR-1-0257,P25,P31,34,227,burst
CDR-1-0258,P08,P39,34,1014,burst
CDR-1-0259,P47,P18,34,936,burst
CDR-1-0260,P43,P19,34,329,burst
CDR-1-0261,P14,P17,34,868,burst
CDR-1-0262,P20,P45,34,910,burst
CDR-1-0263,P05,P21,34,943,burst
CDR-1-0264,P40,P37,34,1071,burst
CDR-1-0265,P24,P05,34,278,burst
CDR-1-0266,P32,P17,34,852,burst
CDR-1-0267,P29,P02,34,935,burst
CDR-1-0268,P37,P19,34,741,burst
CDR-1-0269,P32,P08,34,956,burst
CDR-1-0270,P14,P30,34,634,burst
CDR-1-0271,P48,P22,34,1176,burst
CDR-1-0272,P34,P26,34,819,burst
CDR-1-0273,P48,P24,34,873,burst
CDR-1-0274,P44,P27,34,215,burst
CDR-1-0275,P09,P23,34,1091,burst
CDR-1-0276,P36,P04,34,1104,burst
CDR-1-0277,P40,P38,34,152,burst
CDR-1-0278,P44,P08,34,442,burst
CDR-1-0279,P03,P19,34,1069,burst
CDR-1-0280,P22,P48,39,624,burst
CDR-1-0281,P42,P29,39,891,burst
CDR-1-0282,P42,P45,39,221,burst
CDR-1-0283,P27,P26,39,284,burst
CDR-1-0284,P25,P16,39,1120,burst
CDR-1-0285,P44,P35,39,805,burst
CDR-1-0286,P07,P48,39,519,burst
CDR-1-0287,P33,P35,39,899,burst
CDR-1-0288,P33,P11,39,443,burst
CDR-1-0289,P20,P39,39,1146,burst
CDR-1-0290,P02,P42,39,716,burst
CDR-1-0291,P23,P27,39,765,burst
CDR-1-0292,P25,P37,39,634,burst
CDR-1-0293,P48,P25,39,315,burst
CDR-1-0294,P44,P35,39,1059,burst
CDR-1-0295,P06,P33,39,949,burst
CDR-1-0296,P09,P33,39,1012,burst
CDR-1-0297,P30,P37,39,522,burst
CDR-1-0298,P25,P44,39,334,burst
CDR-1-0299,P28,P48,39,220,burst
CDR-1-0300,P27,P39,39,713,burst
CDR-1-0301,P30,P02,39,199,burst
CDR-1-0302,P41,P28,39,1166,burst
CDR-1-0303,P26,P02,39,639,burst
CDR-1-0304,P33,P13,67,57,noise
CDR-1-0305,P25,P28,13,93,noise
CDR-1-0306,P01,P18,61,15,noise
CDR-1-0307,P34,P07,45,101,noise
CDR-1-0308,P43,P28,12,139,noise
CDR-1-0309,P42,P03,7,97,noise
CDR-1-0310,P13,P01,20,152,noise
CDR-1-0311,P39,P10,3,95,noise
CDR-1-0312,P31,P22,51,47,noise
CDR-1-0313,P48,P20,57,150,noise
CDR-1-0314,P22,P28,27,87,noise
CDR-1-0315,P08,P11,57,64,noise
CDR-1-0316,P17,P41,43,94,noise
CDR-1-0317,P48,P40,29,46,noise
CDR-1-0318,P14,P19,7,173,noise
CDR-1-0319,P46,P23,35,122,noise
CDR-1-0320,P13,P40,2,149,noise
CDR-1-0321,P18,P31,58,31,noise
CDR-1-0322,P32,P38,44,155,noise
CDR-1-0323,P41,P15,62,129,noise
CDR-1-0324,P33,P30,39,74,noise
CDR-1-0325,P42,P48,20,70,noise
CDR-1-0326,P38,P01,13,105,noise
CDR-1-0327,P45,P28,62,61,noise
CDR-1-0328,P46,P12,2,175,noise
CDR-1-0329,P40,P17,16,156,noise
CDR-1-0330,P31,P12,40,60,noise
CDR-1-0331,P38,P28,40,44,noise
CDR-1-0332,P34,P03,26,71,noise
CDR-1-0333,P17,P40,67,138,noise
CDR-1-0334,P10,P33,46,5,noise
CDR-1-0335,P04,P44,63,77,noise
CDR-1-0336,P40,P42,66,28,noise
CDR-1-0337,P08,P29,60,45,noise
CDR-1-0338,P13,P38,38,140,noise
CDR-1-0339,P17,P12,69,56,noise
CDR-1-0340,P22,P44,62,47,noise
CDR-1-0341,P21,P11,32,5,noise
CDR-1-0342,P39,P04,66,76,noise
CDR-1-0343,P36,P48,49,73,noise
CDR-1-0344,P25,P21,11,54,noise
CDR-1-0345,P20,P12,20,115,noise
CDR-1-0346,P12,P42,59,161,noise
CDR-1-0347,P33,P30,56,27,noise
CDR-1-0348,P10,P16,15,15,noise
