transaction_id,sender,receiver,amount,day,type
TX-2-0094,P37,P47,25000,53,normal
TX-2-0095,P15,P49,12000,27,normal
TX-2-0096,P20,P28,4500,45,normal
TX-2-0097,P53,P34,12000,46,normal
TX-2-0098,P43,P06,120000,42,normal
TX-2-0099,P40,P01,8500,28,normal
TX-2-0100,P23,P62,1200,7,normal
TX-2-0101,P32,P10,75000,55,normal
TX-2-0102,P59,P33,1200,63,normal
TX-2-0103,P36,P41,120000,6,normal
TX-2-0104,P13,P07,8500,28,normal
TX-2-0105,P19,P08,1200,70,normal
TX-2-0106,P04,P46,120000,48,normal
TX-2-0107,P23,P01,8500,25,normal
TX-2-0108,P61,P60,1200,23,normal
TX-2-0109,P53,P60,1200,56,normal
TX-2-0110,P02,P33,8500,48,normal
TX-2-0111,P28,P60,8500,56,normal
TX-2-0112,P50,P12,25000,4,normal
TX-2-0113,P16,P04,12000,48,normal
TX-2-0114,P56,P47,1200,41,normal
TX-2-0115,P27,P31,4500,37,normal
TX-2-0116,P35,P31,25000,35,normal
TX-2-0117,P31,P54,4500,26,normal
TX-2-0118,P45,P46,4500,46,normal
TX-2-0119,P28,P35,25000,4,normal
TX-2-0120,P01,P57,1200,10,normal
TX-2-0121,P06,P27,25000,2,normal
TX-2-0122,P30,P50,75000,1,normal
TX-2-0123,P13,P51,25000,63,normal
TX-2-0124,P21,P47,120000,68,normal
TX-2-0125,P18,P13,120000,64,normal
TX-2-0126,P31,P60,120000,2,normal
TX-2-0127,P19,P61,4500,60,normal
TX-2-0128,P56,P03,4500,34,normal
TX-2-0129,P31,P32,12000,43,normal
TX-2-0130,P04,P26,12000,49,normal
TX-2-0131,P38,P30,75000,31,normal
TX-2-0132,P47,P35,25000,21,normal
TX-2-0133,P47,P56,120000,47,normal
TX-2-0134,P26,P12,120000,7,normal
TX-2-0135,P45,P37,1200,35,normal
TX-2-0136,P44,P24,12000,21,normal
TX-2-0137,P20,P09,120000,17,normal
TX-2-0138,P01,P51,120000,30,normal
TX-2-0139,P19,P42,8500,29,normal
TX-2-0140,P51,P43,12000,51,normal
TX-2-0141,P39,P02,1200,70,normal
TX-2-0142,P39,P17,75000,25,normal
TX-2-0143,P14,P61,25000,51,normal
TX-2-0144,P12,P43,4500,12,normal
TX-2-0145,P30,P25,4500,3,normal
TX-2-0146,P60,P08,4500,63,normal
TX-2-0147,P05,P55,25000,66,normal
TX-2-0148,P33,P56,1200,45,normal
TX-2-0149,P45,P14,75000,54,normal
TX-2-0150,P42,P22,25000,51,normal
TX-2-0151,P44,P34,75000,3,normal
TX-2-0152,P01,P61,25000,51,normal
TX-2-0153,P05,P46,8500,12,normal
TX-2-0154,P36,P06,120000,20,normal
TX-2-0155,P29,P23,120000,66,normal
TX-2-0156,P41,P45,75000,35,normal
TX-2-0157,P54,P27,25000,39,normal
TX-2-0158,P51,P31,25000,63,normal
TX-2-0159,P15,P37,25000,24,normal
TX-2-0160,P01,P38,1200,53,normal
TX-2-0161,P20,P31,1200,35,normal
TX-2-0162,P39,P09,25000,66,normal
TX-2-0163,P08,P27,12000,48,normal
TX-2-0164,P48,P47,75000,55,normal
TX-2-0165,P53,P25,8500,34,normal
TX-2-0166,P15,P05,75000,20,normal
TX-2-0167,P31,P61,25000,39,normal
TX-2-0168,P46,P50,1200,49,normal
TX-2-0169,P25,P01,25000,54,normal
TX-2-0170,P24,P19,8500,34,normal
TX-2-0171,P30,P39,120000,8,normal
TX-2-0172,P36,P35,25000,41,normal
TX-2-0173,P14,P19,8500,12,normal
TX-2-0174,P34,P55,4500,27,normal
TX-2-0175,P45,P30,12000,65,normal
TX-2-0176,P39,P47,75000,51,normal
TX-2-0177,P24,P59,8500,40,normal
TX-2-0178,P56,P23,12000,45,normal
TX-2-0179,P02,P12,120000,35,normal
TX-2-0180,P45,P21,8500,41,normal
TX-2-0181,P35,P47,4500,55,normal
TX-2-0182,P12,P11,8500,44,normal
TX-2-0183,P37,P51,120000,58,normal
TX-2-0184,P05,P09,12000,31,normal
TX-2-0185,P21,P17,12000,7,normal
TX-2-0186,P38,P11,25000,20,normal
TX-2-0187,P48,P11,75000,28,normal
TX-2-0188,P22,P50,75000,16,normal
TX-2-0189,P27,P62,1200,43,normal
TX-2-0190,P46,P15,4500,42,normal
TX-2-0191,P43,P13,12000,9,normal
TX-2-0192,P13,P32,25000,8,normal
TX-2-0193,P07,P40,8500,1,normal
TX-2-0194,P03,P19,75000,11,normal
TX-2-0195,P09,P62,8500,30,normal
TX-2-0196,P28,P30,8500,26,normal
TX-2-0197,P05,P46,1200,3,normal
TX-2-0198,P17,P36,4500,14,normal
TX-2-0199,P01,P54,4500,58,normal
TX-2-0200,P61,P12,120000,28,normal
TX-2-0201,P20,P41,8500,46,normal
TX-2-0202,P04,P59,12000,20,normal
TX-2-0203,P48,P34,8500,31,normal
TX-2-0204,P20,P10,8500,12,normal
TX-2-0205,P18,P17,8500,69,normal
TX-2-0206,P47,P18,25000,39,normal
TX-2-0207,P33,P52,1200,70,normal
TX-2-0208,P01,P08,25000,20,normal
TX-2-0209,P24,P03,12000,28,normal
TX-2-0210,P23,P06,75000,47,normal
TX-2-0211,P39,P57,12000,46,normal
TX-2-0212,P24,P13,12000,54,normal
TX-2-0213,P19,P36,1200,49,normal
TX-2-0214,P08,P29,1200,27,normal
TX-2-0215,P57,P28,4500,22,normal
TX-2-0216,P27,P25,1200,25,normal
TX-2-0217,P33,P29,120000,36,normal
TX-2-0218,P43,P15,75000,19,normal
TX-2-0219,P38,P30,12000,13,normal
TX-2-0220,P35,P11,120000,50,normal
TX-2-0221,P10,P17,4500,42,normal
TX-2-0222,P55,P39,120000,61,normal
TX-2-0223,P48,P03,8500,35,normal
TX-2-0224,P60,P40,8500,11,normal
TX-2-0225,P23,P08,120000,28,normal
TX-2-0226,P61,P15,25000,28,normal
TX-2-0227,P53,P01,8500,1,normal
TX-2-0228,P48,P16,75000,23,normal
TX-2-0229,P43,P29,8500,11,normal
TX-2-0230,P29,P03,75000,57,normal
TX-2-0231,P60,P34,1200,53,normal
TX-2-0232,P04,P06,120000,17,normal
TX-2-0233,P28,P47,75000,57,normal
TX-2-0234,P43,P29,25000,12,normal
TX-2-0235,P01,P23,8500,57,normal
TX-2-0236,P61,P33,1200,39,normal
TX-2-0237,P51,P45,12000,43,normal
TX-2-0238,P20,P27,4500,6,normal
TX-2-0239,P26,P20,4500,8,normal
TX-2-0240,P27,P28,75000,7,normal
TX-2-0241,P37,P05,75000,31,normal
TX-2-0242,P62,P52,1200,60,normal
TX-2-0243,P30,P57,120000,45,normal
TX-2-0244,P45,P03,120000,66,normal
TX-2-0245,P47,P25,120000,27,normal
TX-2-0246,P58,P08,4500,18,normal
TX-2-0247,P06,P40,8500,58,normal
TX-2-0248,P46,P56,25000,4,normal
TX-2-0249,P09,P52,4500,19,normal
TX-2-0250,P14,P20,8500,43,normal
TX-2-0251,P39,P04,12000,69,normal
TX-2-0252,P08,P39,75000,13,normal
TX-2-0253,P60,P46,120000,52,normal
TX-2-0254,P25,P45,120000,52,normal
TX-2-0255,P26,P50,1200,6,normal
TX-2-0256,P53,P17,1200,22,normal
TX-2-0257,P17,P05,4500,24,normal
TX-2-0258,P58,P32,4500,24,normal
TX-2-0259,P36,P33,1200,37,normal
TX-2-0260,P32,P18,12000,49,normal
TX-2-0261,P21,P15,12000,9,normal
TX-2-0262,P27,P12,1200,69,normal
TX-2-0263,P16,P55,12000,28,normal
TX-2-0264,P39,P50,12000,53,normal
TX-2-0265,P52,P48,25000,70,normal
TX-2-0266,P38,P60,25000,42,normal
TX-2-0267,P44,P58,12000,12,normal
TX-2-0268,P28,P35,75000,37,normal
TX-2-0269,P46,P54,1200,61,normal
TX-2-0270,P59,P09,4500,9,normal
TX-2-0271,P49,P56,75000,26,normal
TX-2-0272,P54,P31,1200,17,normal
TX-2-0273,P56,P30,120000,34,normal
TX-2-0274,P58,P10,25000,67,normal
TX-2-0275,P48,P10,4500,49,normal
TX-2-0276,P25,P10,75000,27,normal
TX-2-0277,P58,P40,120000,23,normal
TX-2-0278,P46,P16,12000,56,normal
TX-2-0279,P41,P51,120000,9,normal
TX-2-0280,P31,P50,25000,16,normal
TX-2-0281,P17,P51,8500,46,normal
TX-2-0282,P36,P50,75000,4,normal
TX-2-0283,P33,P40,8500,32,normal
TX-2-0284,P60,P35,120000,44,normal
TX-2-0285,P57,P07,12000,19,normal
TX-2-0286,P22,P51,8500,43,normal
TX-2-0287,P24,P27,1200,59,normal
TX-2-0288,P57,P62,4500,26,normal
TX-2-0289,P46,P38,8500,1,normal
TX-2-0290,P13,P41,12000,3,normal
TX-2-0291,P21,P04,75000,32,normal
TX-2-0292,P37,P54,12000,49,normal
TX-2-0293,P45,P41,12000,65,normal
TX-2-0294,P29,P01,120000,69,normal
TX-2-0295,P50,P21,4500,29,normal
TX-2-0296,P14,P11,75000,30,normal
TX-2-0297,P62,P39,8500,13,normal
TX-2-0298,P07,P22,12000,35,normal
TX-2-0299,P43,P52,25000,65,normal
TX-2-0300,P23,P57,25000,27,normal
TX-2-0301,P49,P33,120000,3,normal
TX-2-0302,P24,P30,8500,41,normal
TX-2-0303,P54,P17,25000,38,normal
TX-2-0304,P11,P09,12000,38,normal
TX-2-0305,P51,P29,25000,43,normal
TX-2-0306,P31,P19,25000,26,normal
TX-2-0307,P28,P36,120000,58,normal
TX-2-0308,P61,P39,4500,27,normal
TX-2-0309,P26,P11,12000,41,normal
TX-2-0310,P43,P23,12000,13,normal
TX-2-0311,P01,P39,12000,5,normal
TX-2-0312,P47,P03,25000,56,normal
TX-2-0313,P58,P20,120000,33,normal
TX-2-0314,P34,P39,75000,12,normal
TX-2-0315,P25,P07,120000,37,normal
TX-2-0316,P54,P07,1200,65,normal
TX-2-0317,P45,P05,12000,40,normal
TX-2-0318,P12,P05,25000,67,normal
TX-2-0319,P53,P18,4500,23,normal
TX-2-0320,P43,P45,4500,21,normal
TX-2-0321,P25,P11,12000,39,normal
TX-2-0322,P19,P61,75000,22,normal
TX-2-0323,P09,P54,75000,26,normal
TX-2-0324,P58,P34,25000,6,normal
TX-2-0325,P22,P53,75000,9,normal
TX-2-0326,P04,P47,12000,27,normal
TX-2-0327,P45,P29,8500,68,normal
TX-2-0328,P17,P18,75000,46,normal
TX-2-0329,P21,P19,75000,54,normal
TX-2-0330,P33,P46,25000,2,normal
TX-2-0331,P22,P52,49000,20,structuring
TX-2-0332,P12,P52,49000,20,structuring
TX-2-0333,P36,P52,18000,21,structuring
TX-2-0334,P27,P52,31000,21,structuring
TX-2-0335,P02,P52,49000,22,structuring
TX-2-0336,P48,P52,18000,22,structuring
TX-2-0337,P46,P52,31000,23,structuring
TX-2-0338,P25,P52,49000,23,structuring
TX-2-0339,P52,P52,49000,24,structuring
TX-2-0340,P31,P52,42000,24,structuring
TX-2-0341,P10,P52,22000,25,structuring
TX-2-0342,P11,P52,42000,25,structuring
TX-2-0343,P49,P52,49000,26,structuring
TX-2-0344,P03,P52,31000,26,structuring
TX-2-0345,P19,P52,31000,27,structuring
TX-2-0346,P30,P52,31000,27,structuring
TX-2-0347,P31,P52,49000,28,structuring
TX-2-0348,P40,P52,18000,28,structuring
TX-2-0349,P08,P52,42000,29,structuring
TX-2-0350,P40,P52,18000,29,structuring
TX-2-0351,P49,P52,22000,30,structuring
TX-2-0352,P23,P52,18000,30,structuring
TX-2-0353,P59,P52,42000,31,structuring
TX-2-0354,P02,P52,49000,31,structuring
TX-2-0355,P52,P11,310000,32,consolidation
TX-2-0356,P52,P11,275000,34,consolidation
TX-2-0357,P52,P11,310000,36,consolidation
