call_id,caller,receiver,day,duration_sec,type
CDR-2-0292,P34,P43,43,227,normal
CDR-2-0293,P34,P35,3,747,normal
CDR-2-0294,P38,P37,1,389,normal
CDR-2-0295,P42,P32,45,64,normal
CDR-2-0296,P42,P44,8,639,normal
CDR-2-0297,P45,P38,58,341,normal
CDR-2-0298,P31,P34,65,345,normal
CDR-2-0299,P43,P39,8,450,normal
CDR-2-0300,P34,P31,24,416,normal
CDR-2-0301,P37,P35,41,68,normal
CDR-2-0302,P39,P40,1,298,normal
CDR-2-0303,P37,P32,61,856,normal
CDR-2-0304,P45,P41,42,741,normal
CDR-2-0305,P40,P33,60,95,normal
CDR-2-0306,P42,P43,42,841,normal
CDR-2-0307,P32,P36,9,601,normal
CDR-2-0308,P41,P40,48,583,normal
CDR-2-0309,P32,P36,41,75,normal
CDR-2-0310,P38,P43,35,453,normal
CDR-2-0311,P32,P31,16,33,normal
CDR-2-0312,P32,P28,34,744,normal
CDR-2-0313,P33,P37,23,161,normal
CDR-2-0314,P36,P37,51,671,normal
CDR-2-0315,P38,P44,7,467,normal
CDR-2-0316,P50,P49,46,621,normal
CDR-2-0317,P53,P54,31,23,normal
CDR-2-0318,P60,P59,65,165,normal
CDR-2-0319,P58,P50,58,285,normal
CDR-2-0320,P58,P49,42,695,normal
CDR-2-0321,P49,P51,22,775,normal
CDR-2-0322,P57,P46,70,282,normal
CDR-2-0323,P57,P60,63,137,normal
CDR-2-0324,P47,P44,53,304,normal
CDR-2-0325,P53,P46,15,352,normal
CDR-2-0326,P60,P44,16,480,normal
CDR-2-0327,P48,P56,14,735,normal
CDR-2-0328,P60,P52,1,62,normal
CDR-2-0329,P60,P51,2,414,normal
CDR-2-0330,P55,P54,2,769,normal
CDR-2-0331,P59,P55,67,223,normal
CDR-2-0332,P49,P57,43,227,normal
CDR-2-0333,P50,P58,53,779,normal
CDR-2-0334,P47,P59,45,738,normal
CDR-2-0335,P54,P56,47,288,normal
CDR-2-0336,P51,P55,43,237,normal
CDR-2-0337,P46,P54,12,254,normal
CDR-2-0338,P55,P53,14,274,normal
CDR-2-0339,P53,P54,41,593,normal
CDR-2-0340,P53,P51,16,266,normal
CDR-2-0341,P52,P44,46,182,normal
CDR-2-0342,P57,P59,2,383,normal
CDR-2-0343,P44,P58,1,209,normal
CDR-2-0344,P60,P46,48,554,normal
CDR-2-0345,P44,P56,6,670,normal
CDR-2-0346,P48,P53,27,890,normal
CDR-2-0347,P49,P60,58,863,normal
CDR-2-0348,P60,P57,25,82,normal
CDR-2-0349,P50,P56,15,601,normal
CDR-2-0350,P59,P57,15,261,normal
CDR-2-0351,P60,P52,52,507,normal
CDR-2-0352,P52,P51,36,449,normal
CDR-2-0353,P59,P53,45,667,normal
CDR-2-0354,P48,P56,46,482,normal
CDR-2-0355,P55,P53,24,378,normal
CDR-2-0356,P59,P51,39,626,normal
CDR-2-0357,P55,P52,31,42,normal
CDR-2-0358,P54,P53,2,602,normal
CDR-2-0359,P46,P57,25,459,normal
CDR-2-0360,P47,P51,45,607,normal
CDR-2-0361,P58,P47,31,632,normal
CDR-2-0362,P50,P49,6,374,normal
CDR-2-0363,P59,P52,70,374,normal
CDR-2-0364,P51,P44,48,566,normal
CDR-2-0365,P50,P47,47,701,normal
CDR-2-0366,P49,P48,54,315,normal
CDR-2-0367,P56,P52,26,851,normal
CDR-2-0368,P44,P55,31,357,normal
CDR-2-0369,P46,P51,64,522,normal
CDR-2-0370,P51,P49,35,402,normal
CDR-2-0371,P49,P57,57,707,normal
CDR-2-0372,P60,P44,21,606,normal
CDR-2-0373,P52,P50,11,437,normal
CDR-2-0374,P55,P51,32,578,normal
CDR-2-0375,P60,P54,35,320,normal
CDR-2-0376,P44,P53,52,758,normal
CDR-2-0377,P60,P50,30,401,normal
CDR-2-0378,P59,P55,60,183,normal
CDR-2-0379,P49,P54,38,385,normal
CDR-2-0380,P60,P48,45,407,normal
CDR-2-0381,P56,P59,13,174,normal
CDR-2-0382,P54,P56,65,456,normal
CDR-2-0383,P60,P53,33,708,normal
CDR-2-0384,P56,P46,6,351,normal
CDR-2-0385,P54,P57,20,379,normal
CDR-2-0386,P52,P58,26,481,normal
CDR-2-0387,P51,P57,35,170,normal
CDR-2-0388,P46,P56,50,890,normal
CDR-2-0389,P48,P53,59,201,normal
CDR-2-0390,P55,P51,20,127,normal
CDR-2-0391,P44,P58,15,579,normal
CDR-2-0392,P48,P54,24,680,normal
CDR-2-0393,P51,P54,32,336,normal
CDR-2-0394,P56,P50,66,630,normal
CDR-2-0395,P49,P50,52,264,normal
CDR-2-0396,P44,P57,29,506,normal
CDR-2-0397,P59,P49,68,706,normal
CDR-2-0398,P55,P56,36,601,normal
CDR-2-0399,P48,P59,62,133,normal
CDR-2-0400,P55,P46,52,84,normal
CDR-2-0401,P58,P55,51,579,normal
CDR-2-0402,P60,P46,38,485,normal
CDR-2-0403,P57,P53,58,113,normal
CDR-2-0404,P47,P52,3,558,normal
CDR-2-0405,P48,P50,35,866,normal
CDR-2-0406,P53,P52,70,794,normal
CDR-2-0407,P56,P46,70,391,normal
CDR-2-0408,P59,P50,28,277,normal
CDR-2-0409,P53,P51,58,671,normal
CDR-2-0410,P60,P54,14,338,normal
CDR-2-0411,P60,P56,26,753,normal
CDR-2-0412,P57,P52,70,442,normal
CDR-2-0413,P46,P49,17,288,normal
CDR-2-0414,P53,P54,12,537,normal
CDR-2-0415,P46,P44,18,350,normal
CDR-2-0416,P46,P58,52,782,normal
CDR-2-0417,P56,P52,46,109,normal
CDR-2-0418,P53,P60,12,866,normal
CDR-2-0419,P56,P58,29,659,normal
CDR-2-0420,P54,P49,3,109,normal
CDR-2-0421,P11,P35,42,819,burst
CDR-2-0422,P16,P46,42,430,burst
CDR-2-0423,P42,P05,42,251,burst
CDR-2-0424,P41,P61,42,489,burst
CDR-2-0425,P13,P12,42,723,burst
CDR-2-0426,P25,P07,42,936,burst
CDR-2-0427,P02,P48,42,759,burst
CDR-2-0428,P44,P22,42,171,burst
CDR-2-0429,P08,P01,42,420,burst
CDR-2-0430,P20,P61,42,1096,burst
CDR-2-0431,P10,P47,42,524,burst
CDR-2-0432,P30,P01,42,232,burst
CDR-2-0433,P02,P40,42,551,burst
CDR-2-0434,P35,P16,42,1041,burst
CDR-2-0435,P18,P55,42,170,burst
CDR-2-0436,P16,P38,42,439,burst
CDR-2-0437,P59,P02,42,1042,burst
CDR-2-0438,P42,P09,42,542,burst
CDR-2-0439,P61,P54,42,251,burst
CDR-2-0440,P58,P49,42,667,burst
CDR-2-0441,P57,P58,42,889,burst
CDR-2-0442,P08,P26,42,613,burst
CDR-2-0443,P24,P28,42,958,burst
CDR-2-0444,P60,P59,42,590,burst
CDR-2-0445,P53,P58,47,1017,burst
CDR-2-0446,P29,P36,47,648,burst
CDR-2-0447,P34,P04,47,724,burst
CDR-2-0448,P44,P54,47,643,burst
CDR-2-0449,P41,P35,47,577,burst
CDR-2-0450,P16,P06,47,1198,burst
CDR-2-0451,P49,P56,47,1169,burst
CDR-2-0452,P17,P53,47,151,burst
CDR-2-0453,P22,P33,47,220,burst
CDR-2-0454,P43,P32,47,608,burst
CDR-2-0455,P59,P22,47,1109,burst
CDR-2-0456,P12,P38,47,1115,burst
CDR-2-0457,P05,P54,47,1102,burst
CDR-2-0458,P30,P43,47,422,burst
CDR-2-0459,P53,P26,47,977,burst
CDR-2-0460,P61,P23,47,753,burst
CDR-2-0461,P44,P56,47,532,burst
CDR-2-0462,P20,P21,47,725,burst
CDR-2-0463,P16,P35,47,1005,burst
CDR-2-0464,P16,P38,47,308,burst
CDR-2-0465,P37,P21,47,367,burst
CDR-2-0466,P54,P57,47,939,burst
CDR-2-0467,P20,P24,47,316,burst
CDR-2-0468,P51,P31,47,234,burst
CDR-2-0469,P10,P58,51,861,burst
CDR-2-0470,P47,P42,51,597,burst
CDR-2-0471,P21,P13,51,1027,burst
CDR-2-0472,P07,P61,51,829,burst
CDR-2-0473,P38,P21,51,659,burst
CDR-2-0474,P16,P26,51,590,burst
CDR-2-0475,P05,P61,51,874,burst
CDR-2-0476,P31,P11,51,360,burst
CDR-2-0477,P11,P62,51,960,burst
CDR-2-0478,P38,P54,51,222,burst
CDR-2-0479,P31,P36,51,1157,burst
CDR-2-0480,P61,P46,51,672,burst
CDR-2-0481,P07,P61,51,336,burst
CDR-2-0482,P36,P06,51,533,burst
CDR-2-0483,P39,P44,51,644,burst
CDR-2-0484,P43,P62,51,319,burst
CDR-2-0485,P17,P62,51,1142,burst
CDR-2-0486,P14,P60,51,541,burst
CDR-2-0487,P13,P02,51,614,burst
CDR-2-0488,P56,P61,51,826,burst
CDR-2-0489,P28,P62,51,377,burst
CDR-2-0490,P24,P43,51,614,burst
CDR-2-0491,P35,P53,51,525,burst
CDR-2-0492,P49,P03,51,977,burst
CDR-2-0493,P56,P37,29,168,noise
CDR-2-0494,P48,P32,30,91,noise
CDR-2-0495,P10,P12,52,145,noise
CDR-2-0496,P39,P50,42,176,noise
CDR-2-0497,P12,P55,13,74,noise
CDR-2-0498,P59,P51,40,20,noise
CDR-2-0499,P02,P34,19,154,noise
CDR-2-0500,P52,P41,49,50,noise
CDR-2-0501,P11,P04,65,26,noise
CDR-2-0502,P48,P10,4,95,noise
CDR-2-0503,P26,P05,17,34,noise
CDR-2-0504,P45,P49,42,81,noise
CDR-2-0505,P60,P11,38,117,noise
CDR-2-0506,P49,P47,48,76,noise
CDR-2-0507,P09,P47,18,99,noise
CDR-2-0508,P32,P15,18,78,noise
CDR-2-0509,P03,P27,37,93,noise
CDR-2-0510,P17,P33,44,89,noise
CDR-2-0511,P41,P21,66,150,noise
CDR-2-0512,P30,P58,28,86,noise
CDR-2-0513,P36,P41,5,85,noise
CDR-2-0514,P50,P20,30,154,noise
CDR-2-0515,P40,P24,58,70,noise
CDR-2-0516,P28,P55,11,33,noise
CDR-2-0517,P11,P45,65,39,noise
CDR-2-0518,P56,P52,52,5,noise
CDR-2-0519,P35,P38,45,63,noise
CDR-2-0520,P27,P18,50,18,noise
CDR-2-0521,P10,P07,21,144,noise
CDR-2-0522,P54,P43,18,39,noise
CDR-2-0523,P31,P17,45,156,noise
CDR-2-0524,P52,P09,12,89,noise
CDR-2-0525,P05,P48,45,90,noise
CDR-2-0526,P53,P33,67,68,noise
CDR-2-0527,P42,P28,13,174,noise
CDR-2-0528,P46,P22,18,142,noise
CDR-2-0529,P21,P52,68,96,noise
CDR-2-0530,P32,P11,32,21,noise
CDR-2-0531,P22,P45,37,148,noise
CDR-2-0532,P51,P46,65,143,noise
CDR-2-0533,P15,P44,55,100,noise
CDR-2-0534,P60,P18,69,116,noise
CDR-2-0535,P48,P11,21,13,noise
CDR-2-0536,P49,P13,22,162,noise
CDR-2-0537,P40,P36,10,91,noise
